issue_id,paper_id,covidence_id,title,authors,published_year,journal,stage,issue_type,severity,status,source_registry,source_field,revisit_reason,recommended_action,blocking_downstream,detected_at_utc
2646|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,2646,2646,Anti-glutamate Dehydrogenase Antibody Positive Cerebellar Ataxia and Stiff Person Syndrome Responding to Dual Treatment with Steroids and Intravenous Immunoglobulin: A Case Presentation and Literature Review.,"Yilmaz, Furkan M; Little, Dena; Gallagher, Micheal; Colcher, Amy",2019,Cureus,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=challenge | verification_status=llm_candidate_exact | llm_count_confidence=medium | challenge_reasons=semantic_validator_reject=COUNT_SPS_STATUS_UNCERTAIN | llm_selected_candidate_id=cand01 | This paper is framed as a single case report and explicitly states that the authors present one 49-year-old man who was found to have anti-GAD antibody positive cerebellar ataxia and stiff person syndrome. Because the SPS diagnosis is directly stated for this individual, the best-supported extractable SPS-spectrum count is 1, but manual review remains appropriate given the upstream SPS-status uncertainty flag.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T10:57:47.561480+00:00
2655|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,2655,2655,Utility of Botulinum Injections in Stiff-Person Syndrome.,"Conners, L M; Betcher, A; Shahinian, A; Janda, P",2019,Case reports in neurological medicine,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand01 | The paper is explicitly presented as a 'case report and review of the literature,' and the fixed routing category is single_case_report, supporting a count of 1 original SPS-spectrum patient. However, the provided excerpts do not include the patient-description section itself, so the count is best taken as the single-case candidate with manual review retained.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T10:58:12.963866+00:00
2659|07_case_series_split|case_series_split_manual_review_required|case_series_split_registry.csv,2659,2659,Improving Ambulation and Minimizing Disability with Therapeutic Plasma Exchange in a Stiff-person Syndrome Patient with Recurrent Falls.,"Sanchez, Kyle; Ullah, Aqsa; Waler, Alexandria R; Chakfe, Yassar",2019,Cureus,07_case_series_split,case_series_split_manual_review_required,medium,manual_review_required,case_series_split_registry.csv,split_status,Could not find at least two distinct explicit case/patient headings.,Review case boundaries manually or mark the paper unsuitable for case-level splitting.,true,2026-05-07T11:48:48.539379+00:00
2855|07_case_series_split|case_series_split_manual_review_required|case_series_split_registry.csv,2855,2855,Stiff-person syndrome in a patient with comorbid bipolar and panic disorders: A case report and literature review.,"Patel, Karishma; Stummer, Lauren; Patel, Krina",2020,The mental health clinician,07_case_series_split,case_series_split_manual_review_required,medium,manual_review_required,case_series_split_registry.csv,split_status,Could not find at least two distinct explicit case/patient headings.,Review case boundaries manually or mark the paper unsuitable for case-level splitting.,true,2026-05-07T11:48:48.539416+00:00
2885|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,2885,2885,Progressive encephalomyelitis with rigidity and myoclonus: the first pediatric case with glycine receptor antibodies.,"Damasio, Joana; Leite, M Isabel; Coutinho, Ester; Waters, Patrick; Woodhall, Mark; Santos, Manuela A; Carrilho, Ines; Vincent, Angela",2013,JAMA neurology,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand01 | The paper is a single-case report and explicitly states that the authors describe a pediatric case of PERM, which is within the SPS spectrum. Prior adult cases are cited as background rather than additional original patients in this paper, so the best-supported extractable count is 1, though manual review remains appropriate because provenance uncertainty was flagged upstream.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T11:02:54.830577+00:00
2952|07_case_series_split|case_series_split_manual_review_required|case_series_split_registry.csv,2952,2952,"Hypoventilation in glycine-receptor antibody related progressive encephalomyelitis, rigidity and myoclonus.","Bourke, David; Roxburgh, Richard; Vincent, Angela; Cleland, James; Jeffery, Oliver; Dugan, Niels; Abernethy, David; King, Allison; Anderson, Neil",2014,Journal of clinical neuroscience : official journal of the Neurosurgical Society of Australasia,07_case_series_split,case_series_split_manual_review_required,medium,manual_review_required,case_series_split_registry.csv,split_status,Could not find at least two distinct explicit case/patient headings.,Review case boundaries manually or mark the paper unsuitable for case-level splitting.,true,2026-05-07T11:48:48.539440+00:00
3100|01_pdf_acquisition|pdf_acquisition_failed|pdf_acquisition_queue.csv,3100,3100,A Stiff Person Syndrome Misdiagnosed as a Psychiatric Illness: A Case Report.,"Souissi, Mohamed-Anis; Bellakhal, Syrine; Gharbi, Emna; Abdelkefi, Istabrak; Douggui, Mohamed-Hedi",2020,Current rheumatology reviews,01_pdf_acquisition,pdf_acquisition_failed,high,failed,pdf_acquisition_queue.csv,download_status,Timed out waiting for the PDF link to appear.,"Acquire or retry the PDF, then rebuild PDF, text, source, and artefact registries.",true,2026-05-07T11:48:48.477644+00:00
3101|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,3101,3101,Stiff-Person Syndrome Associated with Anti-Glutamic Acid Decarboxylase Autoimmune Encephalitis in a Young Woman: A Case Report.,"Gao, Shan Yu; Lu, Jun; Zhao, Chong Bo",2020,Chinese medical sciences journal = Chung-kuo i hsueh k'o hsueh tsa chih,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=challenge | verification_status=llm_candidate_exact | llm_count_confidence=medium | challenge_reasons=semantic_validator_reject=COUNT_SPS_STATUS_UNCERTAIN | llm_selected_candidate_id=cand03 | This is a single-patient case report with explicit diagnosis-supported SPS in a 34-year-old woman. Because the challenge flag notes SPS-status uncertainty and the safest evidence is the explicit diagnosis-specific SPS patient, the diagnosis-specific subset candidate of 1 is the best-supported choice, with manual review retained conservatively.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T11:03:55.213349+00:00
3135|07_case_series_split|case_series_split_manual_review_required|case_series_split_registry.csv,3135,3135,Progressive Encephalomyelitis with Rigidity and Myoclonus (PERM)-like Symptoms Associated with Anti-ganglionic Acetylcholine Receptor Antibodies.,"Kitazaki, Yuki; Ikawa, Masamichi; Kishitani, Toru; Kamisawa, Tomoko; Nakane, Shunya; Nakamoto, Yasunari; Hamano, Tadanori",2021,"Internal medicine (Tokyo, Japan)",07_case_series_split,case_series_split_manual_review_required,medium,manual_review_required,case_series_split_registry.csv,split_status,Could not find at least two distinct explicit case/patient headings.,Review case boundaries manually or mark the paper unsuitable for case-level splitting.,true,2026-05-07T11:48:48.539453+00:00
3386|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,3386,3386,Anti-Ri antibodies associated with opsoclonus and progressive encephalomyelitis with rigidity.,"Casado, J L; Gil-Peralta, A; Graus, F; Arenas, C; Lopez, J M; Alberca, R",1994,Neurology,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand01 | The paper is a single-patient case report describing one 57-year-old woman who later developed progressive encephalomyelitis with rigidity (PERM), which is within the SPS spectrum. Candidate 1 matches the explicit patient count, but manual review remains appropriate because provenance uncertainty is flagged upstream.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T11:11:57.991585+00:00
3438|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,3438,3438,Stiff-man syndrome.,"Sharoqi, I A",1998,Annals of Saudi medicine,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand01 | The paper explicitly states it is a report of a patient with stiff-man syndrome and then presents one detailed case report of a 66-year-old man. Although there is a provenance uncertainty signal about anti-GAD findings being previously reported, the clinical case itself is clearly a single original SPS-spectrum patient, so the best-supported count is 1, with manual review retained due to provenance uncertainty.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T11:12:18.688071+00:00
5029|04_source_categorisation|source_category_manual_review_required|paper_artifact_registry.csv,5029,5029,Anti-Amphiphysin Positive Partial Stiff Person Syndrome in an Elderly Woman with a Breast Mass,"Abu El-Haija, H.; Gogia, B.; Shanina, E.; He, J.; Fang, X.; Li, X. P.",2020,Annals of Neurology,04_source_categorisation,source_category_manual_review_required,medium,review_source_category_then_langextract,paper_artifact_registry.csv,source_manual_review_required,"validator_flags=COUNT_WITHOUT_ORIGINAL_DATA; COUNT_WITHOUT_DATA_LEVEL_SIGNAL | This is a conference abstract (proceedings detected, S-page numbering, 1-page span, and abstract-style title). The title indicates a single case of partial SPS, but no further details are available, so the presence of original patient data is inferred but not confirmed.",Review source category/routing and update the source categorisation manual-review ledger.,true,2026-04-05T20:31:13.333982+00:00
5029|05_proceedings_trim|trim_manual_review_required|text_trim_registry.csv,5029,5029,Anti-Amphiphysin Positive Partial Stiff Person Syndrome in an Elderly Woman with a Breast Mass,"Abu El-Haija, H.; Gogia, B.; Shanina, E.; He, J.; Fang, X.; Li, X. P.",2020,Annals of Neurology,05_proceedings_trim,trim_manual_review_required,high,header_only_source,text_trim_registry.csv,trim_status,Matched entry appears to contain header-only listing without abstract body.,Revisit proceedings localisation and publish a safe proceedings-ready text layer.,true,2026-05-07T11:48:48.496365+00:00
5029|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,5029,5029,Anti-Amphiphysin Positive Partial Stiff Person Syndrome in an Elderly Woman with a Breast Mass,"Abu El-Haija, H.; Gogia, B.; Shanina, E.; He, J.; Fang, X.; Li, X. P.",2020,Annals of Neurology,05b_proceedings_qc,proceedings_qc_follow_up_required,high,header_only_source,proceedings_text_qc_registry.csv,qc_status,Matched source appears to be a title/author listing without abstract body text.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:56:37.110708+00:00
